date,temp_max_c,temp_min_c,temp_mean_c,precip_mm,humidity_max,humidity_min,wind_max_kmh,wind_mean_kmh,et0_mm,solar_mj,vpd_kpa,temp_range_c,is_hot_day,is_very_hot,humidity_mean,humidity_range,is_dry_day,is_humid_day,is_rainy_day,is_heavy_rain,no_rain,is_windy,evap_risk
2025-04-20,33.0,24.2,28.0,1.1,94,58,18.6,12.9,4.93,22.33,2.05,8.8,0,0,76.0,36,0,1,0,0,0,0,22.825
2025-04-21,32.7,24.1,27.5,4.3,97,59,20.0,10.6,4.78,22.11,2.01,8.600000000000001,0,0,78.0,38,0,1,0,0,0,0,21.35
2025-04-22,31.9,23.5,27.2,3.1,97,62,15.9,10.9,4.51,21.27,1.81,8.399999999999999,0,0,79.5,35,0,1,0,0,0,0,20.78
2025-04-23,32.2,24.5,27.5,3.2,95,61,17.0,11.6,4.71,21.86,1.85,7.700000000000003,0,0,78.0,34,0,1,0,0,0,0,21.6
2025-04-24,32.2,24.4,27.6,2.0,94,62,18.3,13.0,4.51,20.54,1.8,7.800000000000004,0,0,78.0,32,0,1,0,0,0,0,21.99
2025-04-25,32.2,24.2,27.1,9.7,98,63,15.6,10.6,4.29,20.61,1.78,8.000000000000004,0,0,80.5,35,0,1,1,0,0,0,20.315
2025-04-26,32.7,23.9,27.2,4.4,97,57,17.1,10.5,4.69,22.03,2.12,8.800000000000004,0,0,77.0,40,0,1,0,0,0,0,21.555
2025-04-27,33.0,24.0,27.6,1.1,98,56,16.3,8.9,4.91,22.95,2.2,9.0,0,0,77.0,42,0,1,0,0,0,0,21.315
2025-04-28,32.2,24.0,26.7,10.5,98,62,14.8,8.4,4.02,19.53,1.82,8.200000000000003,0,0,80.0,36,0,1,1,0,0,0,19.78
2025-04-29,32.5,23.8,26.5,18.9,99,62,12.6,9.1,3.85,19.05,1.86,8.7,0,0,80.5,37,0,1,1,0,0,0,19.7
2025-04-30,28.4,24.0,25.5,14.7,98,79,16.8,13.2,2.76,14.53,0.8,4.399999999999999,0,0,88.5,19,0,1,1,0,0,0,17.525
2025-05-01,31.6,23.7,27.2,1.3,97,67,17.6,12.2,4.38,20.85,1.55,7.900000000000002,0,0,82.0,30,0,1,0,0,0,0,20.23
2025-05-02,32.3,24.7,27.8,1.0,94,61,17.3,10.0,4.91,22.99,1.83,7.599999999999998,0,0,77.5,33,0,1,0,0,0,0,21.495
2025-05-03,32.0,24.6,27.4,2.9,95,62,16.7,11.6,4.47,21.48,1.76,7.399999999999999,0,0,78.5,33,0,1,0,0,0,0,21.385
2025-05-04,33.5,24.6,28.6,0.0,96,55,15.2,11.0,5.15,22.6,2.34,8.899999999999999,1,0,75.5,41,0,1,0,0,1,0,22.765
2025-05-05,33.6,24.5,28.2,3.3,99,57,17.5,10.4,4.96,22.11,2.25,9.100000000000001,1,0,78.0,42,0,1,0,0,0,0,21.58
2025-05-06,33.4,24.5,28.0,2.0,99,57,19.0,11.9,4.94,22.42,2.18,8.899999999999999,1,0,78.0,42,0,1,0,0,0,0,21.875
2025-05-07,33.0,24.0,26.7,8.4,99,59,20.1,13.1,3.96,18.67,2.06,9.0,0,0,79.0,40,0,1,1,0,0,1,21.305
2025-05-08,31.3,24.0,27.5,4.4,97,64,21.2,13.1,4.23,18.95,1.6,7.300000000000001,0,0,80.5,33,0,1,0,0,0,1,21.1
2025-05-09,32.8,24.5,28.1,3.7,91,62,12.5,9.7,4.62,21.1,1.89,8.299999999999997,0,0,76.5,29,0,1,0,0,0,0,21.89
2025-05-10,32.5,24.8,28.4,0.4,92,60,17.7,12.0,5.06,22.94,1.96,7.699999999999999,0,0,76.0,32,0,1,0,0,0,0,22.76
2025-05-11,33.1,24.9,28.5,0.0,96,51,20.1,13.2,5.57,24.32,2.47,8.200000000000003,1,0,73.5,45,0,1,0,0,1,1,23.975
2025-05-12,32.6,24.8,28.3,1.6,94,57,21.3,14.1,5.1,21.93,2.07,7.800000000000001,0,0,75.5,37,0,1,0,0,0,1,23.42
2025-05-13,32.5,24.6,28.4,1.9,93,62,20.9,15.2,4.9,21.35,1.85,7.899999999999999,0,0,77.5,31,0,1,0,0,0,1,23.035
2025-05-14,33.2,24.8,27.9,4.6,97,56,22.4,15.0,4.72,21.03,2.23,8.400000000000002,1,0,76.5,41,0,1,0,0,0,1,23.135
2025-05-15,32.2,24.9,28.0,0.1,94,62,22.6,14.7,4.12,17.02,1.85,7.300000000000004,0,0,78.0,32,0,1,0,0,0,1,22.575
2025-05-16,32.5,25.1,28.5,1.5,91,61,21.9,14.7,4.61,19.04,1.92,7.399999999999999,0,0,76.0,30,0,1,0,0,0,1,23.475
2025-05-17,28.7,24.0,26.3,13.5,96,75,18.7,13.0,2.66,12.96,0.98,4.699999999999999,0,0,85.5,21,0,1,1,0,0,0,18.845
2025-05-18,30.2,23.1,25.8,15.9,100,74,21.0,12.9,3.07,16.35,1.12,7.099999999999998,0,0,87.0,26,0,1,1,0,0,1,18.095
2025-05-19,29.0,23.6,25.7,12.5,99,77,23.9,15.3,3.23,18.06,0.91,5.399999999999999,0,0,88.0,22,0,1,1,0,0,1,18.305
