date,temp_max_c,temp_min_c,temp_mean_c,precip_mm,humidity_max,humidity_min,wind_max_kmh,wind_mean_kmh,et0_mm,solar_mj,vpd_kpa,temp_range_c,is_hot_day,is_very_hot,humidity_mean,humidity_range,is_dry_day,is_humid_day,is_rainy_day,is_heavy_rain,no_rain,is_windy,evap_risk
2025-05-20,30.7,23.9,27.1,1.9,99,69,24.9,16.4,4.5,22.11,1.38,6.800000000000001,0,0,84.0,30,0,1,0,0,0,1,20.54
2025-05-21,29.5,23.7,27.0,2.1,98,74,19.7,14.6,2.93,12.87,1.08,5.800000000000001,0,0,86.0,24,0,1,0,0,0,0,19.35
2025-05-22,31.1,25.5,27.6,6.6,94,68,19.0,13.1,3.94,18.95,1.45,5.600000000000001,0,0,81.0,26,0,1,1,0,0,0,20.965
2025-05-23,31.1,25.1,27.3,5.5,96,69,23.3,15.6,4.1,20.88,1.41,6.0,0,0,82.5,27,0,1,1,0,0,1,20.945
2025-05-24,29.3,24.5,26.2,8.8,98,76,24.2,16.2,2.95,15.46,0.97,4.800000000000001,0,0,87.0,22,0,1,1,0,0,1,19.08
2025-05-25,29.6,24.8,26.9,3.5,97,73,24.6,16.6,2.83,12.66,1.08,4.800000000000001,0,0,85.0,24,0,1,0,0,0,1,20.16
2025-05-26,30.5,24.6,26.9,10.1,97,70,30.7,19.7,3.47,16.92,1.29,5.899999999999999,0,0,83.5,27,0,1,1,0,0,1,21.46
2025-05-27,29.1,24.8,26.7,5.7,97,82,26.5,20.3,3.0,14.79,0.74,4.300000000000001,0,0,89.5,15,0,1,1,0,0,1,19.43
2025-05-28,30.6,25.5,28.1,4.3,94,70,31.0,23.7,4.49,20.4,1.3,5.100000000000001,0,0,82.0,24,0,1,0,0,0,1,23.465
2025-05-29,30.3,24.9,27.6,7.4,95,72,33.5,25.0,4.47,21.83,1.2,5.400000000000002,0,0,83.5,23,0,1,1,0,0,1,23.065
2025-05-30,30.0,24.4,26.0,19.0,96,77,31.4,23.2,2.83,15.49,0.96,5.600000000000001,0,0,86.5,19,0,1,1,0,0,1,20.925
2025-05-31,29.2,24.9,27.0,5.6,97,74,27.6,19.8,3.64,17.88,1.05,4.300000000000001,0,0,85.5,23,0,1,1,0,0,1,20.825
2025-06-01,30.4,25.4,27.6,3.3,96,74,24.5,16.3,4.3,21.59,1.1,5.0,0,0,85.0,22,0,1,0,0,0,1,20.365
2025-06-02,31.0,24.1,27.2,0.9,98,68,20.6,14.8,4.64,23.19,1.43,6.899999999999999,0,0,83.0,30,0,1,0,0,0,1,20.53
2025-06-03,30.8,24.8,27.6,0.9,96,67,19.7,13.9,4.54,21.97,1.44,6.0,0,0,81.5,29,0,1,0,0,0,0,20.99
2025-06-04,30.4,24.0,27.0,2.5,96,70,22.4,15.0,4.36,21.99,1.29,6.399999999999999,0,0,83.0,26,0,1,0,0,0,1,20.5
2025-06-05,30.8,24.7,27.4,1.3,96,67,21.7,14.0,4.6,22.51,1.48,6.100000000000001,0,0,81.5,29,0,1,0,0,0,1,20.935
2025-06-06,31.0,24.6,27.5,0.2,96,64,21.5,15.0,4.9,23.08,1.64,6.399999999999999,0,0,80.0,32,0,1,0,0,0,1,21.75
2025-06-07,30.7,24.0,27.4,1.8,97,64,23.6,15.8,4.9,22.83,1.57,6.699999999999999,0,0,80.5,33,0,1,0,0,0,1,21.735
2025-06-08,31.2,24.5,27.7,0.2,93,60,21.6,15.7,5.14,23.25,1.83,6.699999999999999,0,0,76.5,33,0,1,0,0,0,1,23.23
2025-06-09,30.8,24.4,27.5,3.4,97,62,26.4,17.8,4.62,20.62,1.67,6.400000000000002,0,0,79.5,35,0,1,0,0,0,1,22.625
2025-06-10,29.9,24.0,25.8,22.6,99,76,25.2,15.9,3.07,16.79,0.99,5.899999999999999,0,0,87.5,23,0,1,1,1,0,1,18.67
2025-06-11,27.9,23.4,25.2,28.3,99,80,24.0,16.6,2.75,15.53,0.74,4.5,0,0,89.5,19,0,1,1,1,0,1,17.905
2025-06-12,29.7,24.0,26.4,5.5,98,74,26.0,17.7,3.75,19.11,1.06,5.699999999999999,0,0,86.0,24,0,1,1,0,0,1,19.885
2025-06-13,29.1,23.6,25.6,12.4,99,76,28.2,18.1,3.13,17.53,0.98,5.5,0,0,87.5,23,0,1,1,0,0,1,19.14
2025-06-14,27.1,23.6,24.9,35.3,99,88,24.4,17.2,2.49,15.09,0.43,3.5,0,0,93.5,11,0,1,1,1,0,1,16.535
2025-06-15,27.0,23.5,25.1,35.2,99,84,24.4,15.5,2.45,13.83,0.53,3.5,0,0,91.5,15,0,1,1,1,0,1,16.89
2025-06-16,29.2,23.6,25.7,12.3,99,73,23.8,16.6,3.56,19.22,1.11,5.599999999999998,0,0,86.0,26,0,1,1,0,0,1,19.33
2025-06-17,29.0,23.8,25.8,3.5,99,71,20.0,14.1,2.35,10.82,1.15,5.199999999999999,0,0,85.0,28,0,1,0,0,0,0,19.095
2025-06-18,30.0,24.6,27.1,0.4,96,67,19.1,14.5,4.32,21.27,1.39,5.399999999999999,0,0,81.5,29,0,1,0,0,0,0,20.94
2025-06-19,29.8,25.0,27.1,2.0,94,74,23.3,16.3,4.1,20.87,1.07,4.800000000000001,0,0,84.0,20,0,1,0,0,0,1,20.515
2025-06-20,28.8,24.5,26.5,4.5,97,76,20.5,15.3,3.65,19.02,0.96,4.300000000000001,0,0,86.5,21,0,1,0,0,0,1,19.15
2025-06-21,29.5,23.8,26.4,2.8,99,72,23.0,15.6,3.84,19.48,1.12,5.699999999999999,0,0,85.5,27,0,1,0,0,0,1,19.535
2025-06-22,29.5,23.8,26.7,3.2,97,71,25.2,17.3,4.13,20.8,1.21,5.699999999999999,0,0,84.0,26,0,1,0,0,0,1,20.605
2025-06-23,30.1,24.5,27.0,4.2,98,70,23.4,16.7,4.11,20.56,1.29,5.600000000000001,0,0,84.0,28,0,1,0,0,0,1,20.575
2025-06-24,30.2,25.0,27.2,2.5,96,69,25.5,18.4,4.51,22.52,1.31,5.199999999999999,0,0,82.5,27,0,1,0,0,0,1,21.605
2025-06-25,29.8,24.2,26.8,3.7,97,71,24.3,16.5,4.15,21.27,1.2,5.600000000000001,0,0,84.0,26,0,1,0,0,0,1,20.445
2025-06-26,29.5,22.8,25.6,5.5,99,73,22.3,15.8,3.37,17.81,1.09,6.699999999999999,0,0,86.0,26,0,1,1,0,0,1,19.09
2025-06-27,30.0,23.6,26.6,0.8,98,68,23.0,15.5,4.22,21.02,1.34,6.399999999999999,0,0,83.0,30,0,1,0,0,0,1,20.465
2025-06-28,29.0,23.6,25.9,9.4,97,79,20.3,14.3,3.09,16.46,0.86,5.399999999999999,0,0,88.0,18,0,1,1,0,0,1,18.135
2025-06-29,30.2,23.9,26.8,0.7,99,62,20.6,14.8,3.91,17.82,1.57,6.300000000000001,0,0,80.5,37,0,1,0,0,0,1,21.245
2025-06-30,30.5,25.9,27.8,0.1,91,65,21.2,16.1,4.91,22.86,1.51,4.600000000000001,0,0,78.0,26,0,1,0,0,0,1,22.845
2025-07-01,30.4,24.6,27.4,1.8,93,63,23.6,16.9,4.83,22.4,1.61,5.799999999999997,0,0,78.0,30,0,1,0,0,0,1,22.885
2025-07-02,30.2,23.8,27.2,1.5,97,65,25.1,16.7,4.53,21.62,1.49,6.399999999999999,0,0,81.0,32,0,1,0,0,0,1,21.705
2025-07-03,30.2,25.3,27.2,1.4,94,70,24.1,16.4,4.17,20.55,1.28,4.899999999999999,0,0,82.0,24,0,1,0,0,0,1,21.28
2025-07-04,31.1,24.0,27.4,0.3,95,63,22.0,15.2,4.78,22.44,1.67,7.100000000000001,0,0,79.0,32,0,1,0,0,0,1,22.11
2025-07-05,31.2,25.3,27.9,0.2,94,61,24.0,17.0,4.85,22.24,1.77,5.899999999999999,0,0,77.5,33,0,1,0,0,0,1,23.285
2025-07-06,30.6,25.3,27.9,2.1,95,62,26.3,18.8,4.8,21.38,1.68,5.300000000000001,0,0,78.5,33,0,1,0,0,0,1,23.385
2025-07-07,31.5,25.2,28.2,0.9,90,60,24.2,17.8,5.23,22.36,1.86,6.300000000000001,0,0,75.0,30,0,1,0,0,0,1,24.48
2025-07-08,31.8,25.0,28.3,1.7,94,60,25.5,18.1,5.25,22.98,1.9,6.800000000000001,0,0,77.0,34,0,1,0,0,0,1,23.895
2025-07-09,31.7,25.2,28.2,0.5,95,61,21.5,15.7,5.04,22.91,1.81,6.5,0,0,78.0,34,0,1,0,0,0,1,22.905
2025-07-10,33.1,24.2,28.2,0.2,95,55,16.6,12.5,4.98,22.13,2.26,8.900000000000002,1,0,75.0,40,0,1,0,0,0,0,23.155
2025-07-11,32.8,25.0,28.4,0.3,96,55,22.8,15.5,5.45,22.93,2.21,7.799999999999997,0,0,75.5,41,0,1,0,0,0,1,23.81
2025-07-12,31.5,23.5,27.8,3.5,99,61,25.0,17.2,4.99,21.98,1.8,8.0,0,0,80.0,38,0,1,0,0,0,1,22.42
2025-07-13,31.5,24.4,27.9,1.6,94,60,26.1,18.1,5.03,21.94,1.85,7.100000000000001,0,0,77.0,34,0,1,0,0,0,1,23.735
2025-07-14,30.1,25.0,27.6,4.7,96,63,30.0,19.9,4.51,19.51,1.59,5.100000000000001,0,0,79.5,33,0,1,0,0,0,1,23.19
2025-07-15,31.2,25.5,28.0,1.4,91,59,27.6,18.9,5.11,21.33,1.89,5.699999999999999,0,0,75.0,32,0,1,0,0,0,1,24.675
2025-07-16,30.5,24.1,26.6,12.8,92,63,23.7,16.1,3.5,15.83,1.62,6.399999999999999,0,0,77.5,29,0,1,1,0,0,1,22.54
2025-07-17,30.9,25.6,27.7,0.6,87,61,27.0,19.1,4.68,18.79,1.74,5.299999999999997,0,0,74.0,26,0,1,0,0,0,1,24.955
2025-07-18,30.5,25.8,27.6,0.5,88,62,32.3,20.1,4.07,15.63,1.68,4.699999999999999,0,0,75.0,26,0,1,0,0,0,1,24.815
2025-07-19,31.5,25.5,27.5,1.1,89,55,33.1,23.2,4.73,18.49,2.08,6.0,0,0,72.0,34,0,1,0,0,0,1,26.6
2025-07-20,29.5,24.9,26.6,2.3,94,62,30.9,22.3,3.77,15.02,1.58,4.600000000000001,0,0,78.0,32,0,1,0,0,0,1,23.915
2025-07-21,30.1,23.2,26.0,8.3,98,62,27.5,18.9,3.5,16.75,1.62,6.900000000000002,0,0,80.0,36,0,1,1,0,0,1,22.125
2025-07-22,29.2,23.8,25.8,8.5,97,68,27.4,18.5,3.23,16.32,1.3,5.399999999999999,0,0,82.5,29,0,1,1,0,0,1,21.07
2025-07-23,29.5,23.9,25.9,12.2,96,66,27.2,19.9,3.62,17.6,1.34,5.600000000000001,0,0,81.0,30,0,1,1,0,0,1,21.985
2025-07-24,29.0,24.8,26.2,2.2,93,71,25.6,19.3,3.13,13.34,1.16,4.199999999999999,0,0,82.0,22,0,1,0,0,0,1,21.605
2025-07-25,30.2,23.3,26.1,5.0,98,64,28.1,19.2,3.87,18.17,1.56,6.899999999999999,0,0,81.0,34,0,1,0,0,0,1,21.89
2025-07-26,29.1,23.8,25.9,2.9,98,67,25.3,17.3,3.33,15.6,1.32,5.300000000000001,0,0,82.5,31,0,1,0,0,0,1,20.81
2025-07-27,30.3,23.2,26.7,0.1,97,63,23.6,15.4,4.78,22.57,1.59,7.100000000000001,0,0,80.0,34,0,1,0,0,0,1,21.53
2025-07-28,32.0,24.1,27.3,0.1,97,53,19.7,13.5,5.19,23.88,2.25,7.899999999999999,0,0,75.0,44,0,1,0,0,0,0,23.045
2025-07-29,32.8,24.2,27.7,0.0,94,49,17.9,12.8,5.45,24.39,2.52,8.599999999999998,0,0,71.5,45,0,1,0,0,1,0,24.255
2025-07-30,33.2,24.1,28.0,0.0,90,52,18.0,12.1,5.53,24.27,2.45,9.100000000000001,1,0,71.0,38,0,1,0,0,1,0,24.375
2025-07-31,31.8,25.0,27.7,1.6,93,58,18.4,13.5,4.74,21.23,1.95,6.800000000000001,0,0,75.5,35,0,1,0,0,0,0,23.03
2025-08-01,32.5,25.1,27.7,0.8,96,58,13.0,10.9,3.95,17.4,2.02,7.399999999999999,0,0,77.0,38,0,1,0,0,0,0,21.855
2025-08-02,32.0,24.5,27.3,3.6,98,59,17.0,13.2,4.33,19.4,1.87,7.5,0,0,78.5,39,0,1,0,0,0,0,21.745
2025-08-03,28.3,24.0,25.8,3.3,99,73,20.8,14.7,2.49,11.53,1.03,4.300000000000001,0,0,86.0,26,0,1,0,0,0,1,18.895
2025-08-04,30.8,24.3,26.7,3.2,94,61,21.2,16.0,4.28,19.41,1.72,6.5,0,0,77.5,33,0,1,0,0,0,1,22.555
2025-08-05,30.0,23.8,26.4,5.3,96,66,21.8,16.1,3.94,18.33,1.44,6.199999999999999,0,0,81.0,30,0,1,1,0,0,1,21.235
2025-08-06,32.2,24.1,27.5,0.1,93,52,17.8,14.4,5.29,23.24,2.32,8.100000000000001,0,0,72.5,41,0,1,0,0,0,0,24.225
2025-08-07,31.2,24.7,27.4,0.3,93,58,23.9,17.5,4.79,20.29,1.9,6.5,0,0,75.5,35,0,1,0,0,0,1,23.91
2025-08-08,31.1,24.6,27.4,1.8,93,58,24.8,17.5,4.84,20.51,1.9,6.5,0,0,75.5,35,0,1,0,0,0,1,23.91
2025-08-09,31.5,24.4,27.0,1.3,92,54,21.8,15.6,4.41,19.08,2.14,7.100000000000001,0,0,73.0,38,0,1,0,0,0,1,24.15
2025-08-10,31.2,23.9,27.1,0.9,94,56,24.2,16.9,4.86,20.68,2.01,7.300000000000001,0,0,75.0,38,0,1,0,0,0,1,23.815
2025-08-11,31.5,23.0,26.6,1.1,97,54,23.5,15.9,4.85,21.83,2.11,8.5,0,0,75.5,43,0,1,0,0,0,1,23.19
2025-08-12,30.4,23.5,26.4,3.7,98,57,26.2,18.0,4.27,18.77,1.87,6.899999999999999,0,0,77.5,41,0,1,0,0,0,1,22.935
2025-08-13,30.4,23.8,26.9,3.3,97,60,25.6,19.3,4.24,17.88,1.73,6.599999999999998,0,0,78.5,37,0,1,0,0,0,1,23.11
2025-08-14,31.1,23.4,26.6,5.2,97,56,24.4,16.6,4.75,21.98,2.0,7.700000000000003,0,0,76.5,41,0,1,1,0,0,1,23.015
2025-08-15,30.5,22.7,26.5,5.2,100,57,27.8,18.2,4.79,21.64,1.85,7.800000000000001,0,0,78.5,43,0,1,1,0,0,1,22.675
2025-08-16,30.8,24.0,27.4,1.3,91,57,28.2,21.5,4.86,18.87,1.89,6.800000000000001,0,0,74.0,34,0,1,0,0,0,1,25.435
2025-08-17,29.9,25.0,27.2,2.9,92,61,26.9,20.2,4.11,16.61,1.62,4.899999999999999,0,0,76.5,31,0,1,0,0,0,1,24.155
2025-08-18,31.0,23.9,27.0,5.2,98,60,24.7,17.9,4.88,22.66,1.78,7.100000000000001,0,0,79.0,38,0,1,1,0,0,1,22.625
2025-08-19,32.0,24.9,27.8,0.0,92,50,23.9,17.4,5.74,24.54,2.39,7.100000000000001,0,0,71.0,42,0,1,0,0,1,1,25.62
2025-08-20,33.1,24.2,27.9,0.0,94,50,19.6,12.9,5.58,24.76,2.5,8.900000000000002,1,0,72.0,44,0,1,0,0,1,0,24.185
2025-08-21,33.8,24.0,28.1,0.0,96,46,15.7,12.6,5.73,24.73,2.86,9.799999999999997,1,0,71.0,50,0,1,0,0,1,0,24.54
2025-08-22,32.4,24.1,27.8,0.5,97,54,19.3,14.0,4.88,20.53,2.23,8.299999999999997,0,0,75.5,43,0,1,0,0,0,0,23.195
2025-08-23,30.6,24.5,27.1,6.1,94,62,24.1,16.4,4.51,20.71,1.65,6.100000000000001,0,0,78.0,32,0,1,1,0,0,1,22.64
2025-08-24,32.8,24.1,28.0,0.0,97,48,21.3,15.1,5.73,24.69,2.59,8.699999999999996,0,0,72.5,49,0,1,0,0,1,1,24.6
2025-08-25,35.0,24.5,28.5,0.2,96,45,20.1,13.2,5.52,23.08,3.11,10.5,1,0,70.5,51,0,1,0,0,0,1,25.025
2025-08-26,32.2,24.6,27.8,2.0,91,50,26.3,17.8,5.32,21.72,2.41,7.600000000000001,0,0,70.5,41,0,1,0,0,0,1,25.895
2025-08-27,31.6,23.2,27.2,4.5,96,54,27.6,19.3,4.93,20.6,2.09,8.400000000000002,0,0,75.0,42,0,1,0,0,0,1,24.455
2025-08-28,31.0,23.2,26.9,7.2,98,60,28.2,19.8,4.91,22.37,1.79,7.800000000000001,0,0,79.0,38,0,1,1,0,0,1,23.06
2025-08-29,31.5,23.8,27.2,4.4,97,58,27.5,18.7,5.02,22.85,1.94,7.699999999999999,0,0,77.5,39,0,1,0,0,0,1,23.43
2025-08-30,30.4,23.9,26.7,6.2,99,64,26.4,18.3,4.26,20.12,1.57,6.5,0,0,81.5,35,0,1,1,0,0,1,21.73
2025-08-31,30.2,25.2,27.5,3.2,93,63,26.5,18.8,4.6,19.42,1.57,5.0,0,0,78.0,30,0,1,0,0,0,1,23.4
2025-09-01,31.4,24.2,27.2,6.7,97,61,26.0,19.0,4.74,21.28,1.8,7.199999999999999,0,0,79.0,36,0,1,1,0,0,1,22.98
2025-09-02,32.1,25.2,28.0,0.0,92,55,25.6,17.8,5.65,24.37,2.13,6.900000000000002,0,0,73.5,37,0,1,0,0,1,1,24.925
2025-09-03,31.9,24.1,27.8,1.2,92,51,30.2,20.1,5.72,23.76,2.29,7.799999999999997,0,0,71.5,41,0,1,0,0,0,1,26.12
2025-09-04,31.5,23.1,27.1,2.7,98,55,26.2,17.3,5.31,23.2,2.07,8.399999999999999,0,0,76.5,43,0,1,0,0,0,1,23.39
2025-09-05,32.5,24.4,27.9,0.2,90,52,23.6,16.5,5.64,24.07,2.35,8.100000000000001,0,0,71.0,38,0,1,0,0,0,1,25.435
2025-09-06,31.6,24.5,27.7,3.8,95,56,22.3,16.1,4.98,21.85,2.07,7.100000000000001,0,0,75.5,39,0,1,0,0,0,1,23.68
2025-09-07,32.8,25.1,28.3,0.0,89,52,19.1,14.5,5.5,23.11,2.4,7.699999999999996,0,0,70.5,37,0,1,0,0,1,0,25.27
2025-09-08,34.8,24.4,27.8,29.6,98,49,15.7,9.6,4.66,21.0,2.83,10.399999999999999,1,0,73.5,49,0,1,1,1,0,0,22.795
2025-09-09,32.1,24.0,27.1,4.7,98,61,18.1,12.5,4.49,21.16,1.85,8.100000000000001,0,0,79.5,37,0,1,0,0,0,0,21.14
2025-09-10,31.9,24.2,27.4,1.1,96,56,22.0,14.2,4.82,21.69,2.08,7.699999999999999,0,0,76.0,40,0,1,0,0,0,1,22.91
2025-09-11,32.2,24.0,27.5,2.3,96,53,22.2,14.8,5.17,23.54,2.27,8.200000000000003,0,0,74.5,43,0,1,0,0,0,1,23.625
2025-09-12,31.8,24.6,27.8,1.9,96,55,18.0,14.4,5.22,22.87,2.12,7.199999999999999,0,0,75.5,41,0,1,0,0,0,0,23.295
2025-09-13,33.2,24.5,28.2,0.3,94,48,24.0,16.8,5.84,24.33,2.62,8.700000000000003,1,0,71.0,46,0,1,0,0,0,1,25.63
2025-09-14,32.5,24.5,27.9,1.4,93,51,22.7,15.2,4.98,20.19,2.36,8.0,0,0,72.0,42,0,1,0,0,0,1,24.76
2025-09-15,32.1,25.4,27.9,2.8,89,54,24.6,16.5,4.77,19.07,2.19,6.700000000000003,0,0,71.5,35,0,1,0,0,0,1,25.26
2025-09-16,31.5,23.6,26.9,7.0,97,60,20.7,14.9,4.33,19.74,1.84,7.899999999999999,0,0,78.5,37,0,1,1,0,0,1,22.01
2025-09-17,29.6,23.9,25.8,13.5,96,68,20.6,15.2,3.6,18.63,1.33,5.700000000000003,0,0,82.0,28,0,1,1,0,0,1,20.42
2025-09-18,28.4,23.1,25.6,8.9,99,74,21.3,15.9,3.11,15.66,0.99,5.299999999999997,0,0,86.5,25,0,1,1,0,0,1,18.94
2025-09-19,29.0,23.3,25.8,8.3,99,71,20.8,15.0,3.14,15.18,1.16,5.699999999999999,0,0,85.0,28,0,1,1,0,0,1,19.32
2025-09-20,31.0,23.9,27.0,2.2,96,62,22.4,16.2,4.89,23.13,1.71,7.100000000000001,0,0,79.0,34,0,1,0,0,0,1,22.2
2025-09-21,30.7,23.0,26.2,4.2,99,64,23.0,17.0,4.41,21.61,1.6,7.699999999999999,0,0,81.5,35,0,1,0,0,0,1,21.205
2025-09-22,30.4,22.6,26.4,3.9,98,65,24.1,17.5,4.41,21.04,1.53,7.799999999999997,0,0,81.5,33,0,1,0,0,0,1,21.41
2025-09-23,31.9,23.0,27.4,0.3,96,52,26.5,18.4,5.52,23.54,2.25,8.899999999999999,0,0,74.0,44,0,1,0,0,0,1,24.66
2025-09-24,29.8,23.3,25.7,13.6,98,69,23.8,16.7,3.45,17.87,1.3,6.5,0,0,83.5,29,0,1,1,0,0,1,20.23
2025-09-25,29.2,23.1,25.3,16.3,99,74,24.7,16.8,3.49,19.06,1.06,6.099999999999998,0,0,86.5,25,0,1,1,0,0,1,19.045
2025-09-26,28.7,23.0,24.8,26.4,99,70,26.4,16.8,2.87,16.41,1.13,5.699999999999999,0,0,84.5,29,0,1,1,1,0,1,19.545
2025-09-27,30.0,23.6,26.4,3.0,98,66,24.6,17.2,3.8,17.47,1.44,6.399999999999999,0,0,82.0,32,0,1,0,0,0,1,21.16
2025-09-28,30.5,23.5,26.9,1.6,96,64,25.0,18.1,4.57,21.4,1.56,7.0,0,0,80.0,32,0,1,0,0,0,1,22.285
2025-09-29,30.0,24.4,27.1,2.9,94,65,24.0,16.7,4.54,21.74,1.48,5.600000000000001,0,0,79.5,29,0,1,0,0,0,1,22.19
2025-09-30,31.1,25.4,27.8,0.2,90,62,21.6,17.0,5.12,22.99,1.73,5.700000000000003,0,0,76.0,28,0,1,0,0,0,1,23.77
2025-10-01,31.4,25.1,27.9,0.5,92,59,22.2,16.0,5.28,23.84,1.87,6.299999999999997,0,0,75.5,33,0,1,0,0,0,1,23.735
2025-10-02,31.9,24.4,27.8,0.3,96,55,19.6,13.5,5.32,23.99,2.14,7.5,0,0,75.5,41,0,1,0,0,0,0,23.07
2025-10-03,32.3,24.7,27.9,0.5,93,56,15.9,11.7,5.01,22.56,2.08,7.599999999999998,0,0,74.5,37,0,1,0,0,0,0,23.01
2025-10-04,31.0,23.4,26.2,8.8,97,65,15.0,9.5,3.41,16.76,1.58,7.600000000000001,0,0,81.0,32,0,1,1,0,0,0,19.505
2025-10-05,30.4,22.5,25.8,3.0,99,67,13.9,9.1,3.45,16.51,1.42,7.899999999999999,0,0,83.0,32,0,1,0,0,0,0,18.545
2025-10-06,32.1,23.9,27.2,1.2,95,59,13.1,10.2,4.63,21.66,1.96,8.200000000000003,0,0,77.0,36,0,1,0,0,0,0,21.48
